id_event,adsress,date
879,"Clarksdale, MS, USA",2016-02-13 00:00:00+00:00
880,"California, Fresno, CA 93710, USA",2015-01-17 00:00:00+00:00
881,"Antioch, IL 60002, USA",2015-08-04 00:00:00+00:00
882,"Marquette, MI, USA",2014-04-21 00:00:00+00:00
883,"Syracuse, NY, USA",2015-10-14 00:00:00+00:00
884,"West Ashley, Charleston, SC, USA",2015-11-01 00:00:00+00:00
885,"Greeley, CO, USA",2014-01-28 00:00:00+00:00
886,"Unclear, Cape Town, 7525, South Africa",2016-01-29 00:00:00+00:00
887,"Greeley, CO, USA",2013-09-06 00:00:00+00:00
888,"Rockford, MI, USA",2015-08-02 00:00:00+00:00
889,"San Bernardino, CA, USA",2015-11-16 00:00:00+00:00
890,"Bridgeport, CT, USA",2016-07-29 00:00:00+00:00
891,"Greeley, CO, USA",2003-06-09 00:00:00+00:00
892,"Indianapolis, IN, USA",2014-03-01 00:00:00+00:00
893,"Lancaster, TX, USA",2015-03-22 00:00:00+00:00
894,"Seattle, WA, USA",2013-08-12 00:00:00+00:00
895,"Oakland, CA, USA",2016-10-19 00:00:00+00:00
896,"Milwaukee, WI, USA",2016-02-10 00:00:00+00:00
897,"Winnetka, Los Angeles, CA, USA",2016-01-19 00:00:00+00:00
898,"Stockton, CA, USA",2016-02-23 00:00:00+00:00
899,"Greeley, CO, USA",2012-03-04 00:00:00+00:00
900,"Concord, CA, USA",2015-10-31 00:00:00+00:00
901,"Roseville, CA, USA",2015-06-25 00:00:00+00:00
902,"St. Louis, MO, USA",2015-01-21 00:00:00+00:00
903,"North Lawndale, Chicago, IL, USA",2015-11-21 00:00:00+00:00
904,"Greeley, CO, USA",2001-06-05 00:00:00+00:00
905,"Park Forest, IL, USA",2014-06-08 00:00:00+00:00
906,"Oakland Rd, Eastridge, Cape Town, 7785, South Africa",2016-10-19 00:00:00+00:00
907,"Englewood, Chicago, IL, USA",2015-11-25 00:00:00+00:00
908,"Hendersonville, NC, USA",2015-07-30 00:00:00+00:00
909,"Weatherford, TX, USA",2015-11-17 00:00:00+00:00
910,"Baltimore, MD, USA",2013-04-11 00:00:00+00:00
911,"Kensington Cres, Kuils River, Cape Town, 7579, South Africa",2015-03-11 00:00:00+00:00
912,"Baltimore, MD, USA",2015-11-21 00:00:00+00:00
913,"Greeley, CO, USA",2003-07-27 00:00:00+00:00
914,"Grand Rapids, MI, USA",2013-02-22 00:00:00+00:00
915,"Dallas, TX, USA",2015-07-15 00:00:00+00:00
916,"Milwaukee, WI, USA",2013-10-23 00:00:00+00:00
917,"5220 Fashion Outlets Way #2016, Rosemont, IL 60018, USA",2015-12-26 00:00:00+00:00
918,"Fort Worth, TX, USA",2015-11-16 00:00:00+00:00
919,"Morris Park, Bronx, NY, USA",2015-12-01 00:00:00+00:00
920,"Lancaster, CA, USA",2012-11-09 00:00:00+00:00
921,"Roseland, Chicago, IL, USA",2015-08-21 00:00:00+00:00
922,"Chicago, IL, USA",2014-01-07 00:00:00+00:00
923,"Baltimore, OH 43105, USA",2015-11-22 00:00:00+00:00
924,"Newberry, SC 29108, USA",2015-11-01 00:00:00+00:00
925,"Greeley, CO, USA",2002-04-12 00:00:00+00:00
926,"Great Falls, MT, USA",1996-07-10 00:00:00+00:00
927,"Greeley, CO, USA",2007-01-27 00:00:00+00:00
928,"Longmont, CO, USA",2015-08-03 00:00:00+00:00
929,"Austin, Chicago, IL, USA",2016-02-03 00:00:00+00:00
930,"Itasca, IL, USA",2015-08-22 00:00:00+00:00
931,"Los Angeles, CA, USA",2004-04-10 00:00:00+00:00
932,"Washington, DC, USA",2012-11-19 00:00:00+00:00
933,"Gary, IN, USA",2013-09-07 00:00:00+00:00
934,"North Miami Beach, FL, USA",2015-11-20 00:00:00+00:00
935,"Camden Way, Dennemere, Cape Town, 7580, South Africa",2015-03-15 00:00:00+00:00
936,"Minneapolis Ln, Horseshoe Bend, AR 72512, USA",2015-11-15 00:00:00+00:00
937,"Silver Lake, Los Angeles, CA, USA",2002-01-21 00:00:00+00:00
938,"Opelika, AL, USA",2015-10-31 00:00:00+00:00
939,"San Francisco, CA, USA",2015-12-01 00:00:00+00:00
940,"Greeley, CO, USA",2000-04-01 00:00:00+00:00
941,"Amarillo, TX, USA",2016-03-26 00:00:00+00:00
942,"Bronx, NY, USA",2015-12-21 00:00:00+00:00
943,"Greeley, CO, USA",2003-05-09 00:00:00+00:00
944,"Good Hope, GA 30641, USA",2016-02-07 00:00:00+00:00
945,"Manchester, PA 17345, USA",2015-11-25 00:00:00+00:00
946,"Jacksonville, FL, USA",1969-12-31 00:00:00+00:00
947,"Greeley, CO, USA",2005-06-05 00:00:00+00:00
948,"Milwaukee, WI, USA",2013-07-22 00:00:00+00:00
949,"Michigan - Martin, Detroit, MI 48210, USA",2013-07-31 00:00:00+00:00
950,"Milwaukee, WI, USA",2014-02-10 00:00:00+00:00
951,"Unclear, Cape Town, 7530, South Africa",2015-07-15 00:00:00+00:00
952,"Chicago Cl, Cape Town, 7784, South Africa",2014-11-16 00:00:00+00:00
953,"Aurora, CO, USA",2015-07-26 00:00:00+00:00
954,"Pomona, CA, USA",2010-04-12 00:00:00+00:00
955,"Wilmington, Los Angeles, CA, USA",2000-01-20 00:00:00+00:00
956,"Irving, TX, USA",2016-01-29 00:00:00+00:00
957,"Baltimore, MD, USA",2015-12-26 00:00:00+00:00
958,"Unclear, Cape Town, 7525, South Africa",2013-01-03 00:00:00+00:00
959,"Greeley, CO, USA",2015-06-22 00:00:00+00:00
960,"Unclear, Cape Town, 7525, South Africa",2003-10-04 00:00:00+00:00
961,"Los Angeles, CA, USA",2015-08-15 00:00:00+00:00
962,"Mayfair Cl, Portland, Cape Town, 7785, South Africa",2015-08-12 00:00:00+00:00
963,"Greeley, CO, USA",2011-05-02 00:00:00+00:00
964,"Lakewood, CO, USA",2015-11-18 00:00:00+00:00
965,"Greeley, CO, USA",2009-03-18 00:00:00+00:00
966,"Philadelphia, PA, USA",2015-07-29 00:00:00+00:00
967,"Roxbury, Boston, MA, USA",2015-06-10 00:00:00+00:00
968,"Fort Wayne, IN, USA",2016-01-23 00:00:00+00:00
969,"Brooklyn, NY, USA",2015-11-16 00:00:00+00:00
970,"Owasso, OK, USA",2015-07-31 00:00:00+00:00
971,"Milwaukee, WI, USA",2015-11-13 00:00:00+00:00
972,"Chicago, IL, USA",2015-08-02 00:00:00+00:00
973,"Rockford, IL, USA",2015-12-17 00:00:00+00:00
974,"Highlands Dr, Cape Town, South Africa",2015-07-29 00:00:00+00:00
975,"Compton, CA, USA",2010-03-01 00:00:00+00:00
976,"Florence, SC, USA",2003-09-14 00:00:00+00:00
977,"San Francisco, CA, USA",2016-02-07 00:00:00+00:00
978,"Greeley, CO, USA",2013-12-19 00:00:00+00:00
979,"Winnetka, Los Angeles, CA, USA",2003-08-23 00:00:00+00:00
980,"Flagstaff, AZ, USA",2015-10-09 00:00:00+00:00
981,"San Francisco, CA, USA",2015-12-31 00:00:00+00:00
982,"E Virginia Ave, Hampton, VA 23663, USA",2015-11-03 00:00:00+00:00
983,"Butner, NC 27509, USA",2014-05-26 00:00:00+00:00
984,"Houston, TX, USA",2015-07-14 00:00:00+00:00
985,"Springdale, WA, USA",2015-07-31 00:00:00+00:00
986,"Unclear, Cape Town, 7530, South Africa",2013-10-16 00:00:00+00:00
987,"Florence, SC, USA",2006-12-13 00:00:00+00:00
988,"Chicago, IL, USA",2013-08-01 00:00:00+00:00
989,"Baldwin Park, CA, USA",2008-02-25 00:00:00+00:00
990,"Grand Island, FL 32735, USA",2015-08-04 00:00:00+00:00
991,"Unclear, Cape Town, 7530, South Africa",2015-06-30 00:00:00+00:00
992,"Oklahoma City, OK, USA",2015-06-12 00:00:00+00:00
993,"Pomona, CA, USA",2004-04-06 00:00:00+00:00
994,"Aubrey St, Arauna, Cape Town, 7560, South Africa",2015-11-02 00:00:00+00:00
995,"Greeley, CO, USA",2026-04-04 00:00:00+00:00
996,"Harrisburg, PA, USA",2015-09-19 00:00:00+00:00
997,"West Philadelphia, Philadelphia, PA, USA",2015-12-02 00:00:00+00:00
998,"Elizabeth, NJ, USA",2014-12-16 00:00:00+00:00
999,"Greeley, CO, USA",2004-04-25 00:00:00+00:00
1000,"Greeley, CO, USA",2015-10-19 00:00:00+00:00
1001,"Raleigh, WV 25801, USA",2016-02-08 00:00:00+00:00
1002,"Chicago Cl, Cape Town, 7784, South Africa",2015-05-05 00:00:00+00:00
1003,"Noblesville, IN, USA",2015-09-26 00:00:00+00:00
1004,"Chicago Cl, Cape Town, 7784, South Africa",2016-01-10 00:00:00+00:00
1005,"Rock Hill, SC, USA",2015-07-28 00:00:00+00:00
1006,"Raleigh, NC, USA",2016-02-08 00:00:00+00:00
1007,"Greeley, CO, USA",2016-01-03 00:00:00+00:00
1008,"Dover Rd, Ravensmead, Cape Town, 7504, South Africa",2015-10-23 00:00:00+00:00
1009,"Chicago Cl, Cape Town, 7784, South Africa",2015-10-16 00:00:00+00:00
1010,"Roxbury, Boston, MA, USA",2015-08-03 00:00:00+00:00
1011,"West Hollywood, CA, USA",2015-08-21 00:00:00+00:00
1012,"N Illinois St, Indianapolis, IN, USA",2015-11-09 00:00:00+00:00
1013,"Nashville, TN, USA",2015-08-01 00:00:00+00:00
1014,"Bailey, CO 80421, USA",2016-02-24 00:00:00+00:00
1015,"Munich, Germany",2016-07-22 00:00:00+00:00
1016,"Baxley Cres, Vogelvlei, Cape Town, 7100, South Africa",2016-03-29 00:00:00+00:00
1017,"Temple, TX, USA",2016-04-12 00:00:00+00:00
1018,"Myrtle Beach, SC, USA",2016-07-21 00:00:00+00:00
1019,"Haines, AK 99827, USA",2016-01-05 00:00:00+00:00
1020,"Cuyahoga Falls, OH, USA",2015-11-17 00:00:00+00:00
1021,"Webster, Dillon, CO 80435, USA",2016-07-27 00:00:00+00:00
1022,"Colorado, Tiquisio, Bolívar, Colombia",2016-02-28 00:00:00+00:00
1023,"San Bernardino, CA, USA",2016-07-27 00:00:00+00:00
1024,"Morgan City, LA 70380, USA",2015-07-29 00:00:00+00:00
1025,"Trumbull, CT 06611, USA",2016-07-29 00:00:00+00:00
1026,"Miner, MO 63801, USA",2015-11-10 00:00:00+00:00
1027,"Antioch, Nashville, TN 37013, USA",2015-08-04 00:00:00+00:00
1028,"Oakland, CA, USA",2015-10-19 00:00:00+00:00
1029,"Bridgeport, PA, USA",2014-07-29 00:00:00+00:00
1030,"St. Louis, MO, USA",2016-01-24 00:00:00+00:00
1031,"Miami Rd, Versailles, MO 65084, USA",2015-11-24 00:00:00+00:00
1032,"Miami Gardens, FL, USA",2015-11-24 00:00:00+00:00
1033,"Watauga, TX, USA",2015-12-24 00:00:00+00:00
1034,"Danville, KY, USA",2016-01-17 00:00:00+00:00
1035,"Leavenworth, KS, USA",2015-11-12 00:00:00+00:00
1036,"Gothenburg, Sweden",2016-05-03 00:00:00+00:00
1037,"Worcester, MA, USA",2016-02-11 00:00:00+00:00
1038,"West Jordan, UT, USA",2015-11-21 00:00:00+00:00
1039,"Greeley St, Asheville, NC 28806, USA",2016-02-28 00:00:00+00:00
1040,"Webb City, MO, USA",2016-01-07 00:00:00+00:00
1041,"Paris, TX, USA",2015-11-13 00:00:00+00:00
1042,"Green Bay, WI, USA",2016-12-03 00:00:00+00:00
1043,"Greenville Close, Cape Town, 7550, South Africa",2016-01-18 00:00:00+00:00
1044,"Carthage, MO 64836, USA",2016-01-16 00:00:00+00:00
1045,"Minot, ND, USA",2015-12-03 00:00:00+00:00
1046,"Unclear, Cape Town, 7530, South Africa",2016-02-28 00:00:00+00:00
1047,"De Pere, WI, USA",2015-11-07 00:00:00+00:00
1048,"Pere Rd, Cape Town, 7750, South Africa",2015-11-18 00:00:00+00:00
1049,"Talofofo, Guam",2016-02-09 00:00:00+00:00
1050,"Washington, DC, USA",2016-02-16 00:00:00+00:00
1051,"Chicago, IL, USA",2016-01-02 00:00:00+00:00
1052,"Greeley, CO, USA",2014-03-07 00:00:00+00:00
1053,"Roseland, NJ, USA",2015-03-08 00:00:00+00:00
1054,"Fresno, CA, USA",2014-01-16 00:00:00+00:00
1055,"Unclear, Cape Town, 7530, South Africa",2016-03-09 00:00:00+00:00
1056,"Sacramento, CA, USA",2015-02-23 00:00:00+00:00
1057,"Raleigh, NC, USA",2015-08-06 00:00:00+00:00
1058,"Manhattan, New York, NY, USA",2015-01-01 00:00:00+00:00
1059,"Glassboro, NJ, USA",2015-12-26 00:00:00+00:00
1060,"Greeley, CO, USA",2008-11-24 00:00:00+00:00
1061,"Sawtelle, Santa Monica, CA 90404, USA",2015-06-05 00:00:00+00:00
1062,"Compton, CA, USA",2009-07-03 00:00:00+00:00
1063,"North Charleston, SC, USA",2015-12-24 00:00:00+00:00
1064,"Cleveland, OH, USA",2014-03-18 00:00:00+00:00
1065,"Wilmington, Los Angeles, CA, USA",2015-10-26 00:00:00+00:00
1066,"La Crosse, WI, USA",2015-08-03 00:00:00+00:00
1067,"Kenton, OH 43326, USA",2016-02-06 00:00:00+00:00
1068,"Bamako, Mali",2015-11-20 00:00:00+00:00
1069,"Corpus Christi, TX, USA",2016-02-06 00:00:00+00:00
1070,"Naples, FL, USA",2015-01-21 00:00:00+00:00
1071,"Woodruff, SC 29388, USA",2016-02-06 00:00:00+00:00
1072,"Greeley, CO, USA",2012-07-18 00:00:00+00:00
1073,"Merced, CA, USA",2015-11-04 00:00:00+00:00
1074,"Greeley, CO, USA",2013-05-19 00:00:00+00:00
1075,"Charleston, SC, USA",2016-02-08 00:00:00+00:00
1076,"Holmdel, NJ, USA",2015-09-28 00:00:00+00:00
1077,"Panorama City, Los Angeles, CA, USA",2013-03-29 00:00:00+00:00
1078,"Philadelphia, PA, USA",2015-11-10 00:00:00+00:00
1079,"Stockton Ave, Sabina, OH 45169, USA",2015-03-03 00:00:00+00:00
1080,"East Lansing, MI, USA",2015-04-17 00:00:00+00:00
1081,"Wilmington, DE, USA",2015-08-20 00:00:00+00:00
1082,"Unclear, Cape Town, 7525, South Africa",2016-02-05 00:00:00+00:00
1083,"Florida St, Cape Town, 7493, South Africa",2012-06-11 00:00:00+00:00
1084,"New Orleans, LA, USA",2014-01-09 00:00:00+00:00
1085,"Reno, NV, USA",2016-01-25 00:00:00+00:00
1086,"Long Beach, CA, USA",2002-01-05 00:00:00+00:00
1087,"Greeley, CO, USA",2001-02-26 00:00:00+00:00
1088,"Gresham, OR, USA",2016-01-20 00:00:00+00:00
1089,"Vallejo, CA, USA",2015-06-12 00:00:00+00:00
1090,"Lewisville, TX, USA",2015-07-23 00:00:00+00:00
1091,"Kensington Cres, Kuils River, Cape Town, 7579, South Africa",2015-12-25 00:00:00+00:00
1092,"Greeley, CO, USA",2003-03-17 00:00:00+00:00
1093,"Columbia, SC, USA",2015-02-28 00:00:00+00:00
1094,"Wilmington, Los Angeles, CA, USA",2012-01-22 00:00:00+00:00
1095,"Greeley, CO, USA",2005-01-29 00:00:00+00:00
1096,"Detroit Cres, Malibu Village, Cape Town, 7100, South Africa",2013-05-02 00:00:00+00:00
1097,"Colorado Springs, CO, USA",2016-01-19 00:00:00+00:00
1098,"Avon Cl, Belhar 16, Cape Town, 7493, South Africa",2013-10-12 00:00:00+00:00
1099,"Colorado, Colorado, Tiquisio, Bolívar, Colombia",2016-02-28 00:00:00+00:00
1100,"Colorado Springs, CO, USA",2015-10-08 00:00:00+00:00
1101,"Melvindale, MI 48122, USA",2016-02-13 00:00:00+00:00
1102,"South Bronx, Bronx, NY 10455, USA",2015-08-03 00:00:00+00:00
1103,"Phoenix, AZ, USA",2011-03-08 00:00:00+00:00
1104,"Greeley, CO, USA",1932-07-02 00:00:00+00:00
1105,"Los Angeles, CA, USA",2012-05-22 00:00:00+00:00
1106,"Greeley, CO, USA",1970-09-11 00:00:00+00:00
1107,"Lancaster St, The Hague, Cape Town, 7100, South Africa",2008-09-05 00:00:00+00:00
1108,"St Louis Ave, Providence, KY 42450, USA",2015-05-12 00:00:00+00:00
1109,"Harrison, TN, USA",2015-11-15 00:00:00+00:00
1110,"Detroit Cres, Malibu Village, Cape Town, 7100, South Africa",2013-05-21 00:00:00+00:00
1111,"Baltimore, MD, USA",2015-10-02 00:00:00+00:00
1112,"Greeley, CO, USA",2006-02-28 00:00:00+00:00
1113,"Hollywood Cres, Malibu Village, Cape Town, 7100, South Africa",2003-12-31 00:00:00+00:00
1114,"Duxbury, MA, USA",2014-03-22 00:00:00+00:00
1115,"Chicago, IL, USA",2013-02-08 00:00:00+00:00
1116,"Atlanta, GA, USA",2015-07-21 00:00:00+00:00
1117,"Vermont St, San Diego, CA 92103, USA",2008-11-08 00:00:00+00:00
1118,"Dorchester, Boston, MA, USA",2016-02-04 00:00:00+00:00
1119,"Willowbrook, Country Places, Cape Town, 7550, South Africa",2005-03-21 00:00:00+00:00
1120,"Unclear, Cape Town, 7530, South Africa",2005-07-18 00:00:00+00:00
1121,"Champagne St, Protea Hoogte, Cape Town, 7560, South Africa",2015-07-31 00:00:00+00:00
1122,"Golden Gate, FL 34116, USA",2015-07-30 00:00:00+00:00
1123,"Temecula, CA, USA",2015-05-31 00:00:00+00:00
1124,"Royal City, WA 99357, USA",2015-11-13 00:00:00+00:00
1125,"Tennessee Colony, TX 75861, USA",2015-11-15 00:00:00+00:00
1126,"Norman, OK, USA",2015-02-06 00:00:00+00:00
1127,"Newark, DE, USA",2014-11-13 00:00:00+00:00
1128,"New Bedford, MA, USA",2014-08-01 00:00:00+00:00
1129,"Ogden, UT, USA",2013-09-24 00:00:00+00:00
1130,"Greeley, CO, USA",2012-04-10 00:00:00+00:00
1131,"De Soto, MO 63020, USA",2015-12-11 00:00:00+00:00
1132,"Greeley, CO, USA",2000-05-17 00:00:00+00:00
1133,"Manhattan, New York, NY, USA",2016-03-21 00:00:00+00:00
1134,"Pagedale, MO, USA",2015-10-06 00:00:00+00:00
1135,"Compton, CA, USA",2011-01-31 00:00:00+00:00
1136,"Battle Creek, MI, USA",2014-03-05 00:00:00+00:00
1137,"West Englewood, Chicago, IL 60636, USA",2015-08-02 00:00:00+00:00
1138,"Greeley, CO, USA",2001-03-17 00:00:00+00:00
1139,"East 14th Street Business District, Oakland, CA, USA",2015-10-19 00:00:00+00:00
1140,"Compton, CA, USA",2002-09-14 00:00:00+00:00
1141,"Augusta, GA, USA",2015-04-29 00:00:00+00:00
1142,"Greeley, CO, USA",2007-04-30 00:00:00+00:00
1143,"Downs, KS 67437, USA",2016-03-31 00:00:00+00:00
1144,"Greeley, CO, USA",2004-05-21 00:00:00+00:00
1145,"Greeley, CO, USA",2004-08-19 00:00:00+00:00
1146,"Michigan Ave, Pontiac, MI 48342, USA",2013-09-01 00:00:00+00:00
1147,"Edwardsville, IL, USA",2013-01-04 00:00:00+00:00
1148,"Inglewood, CA, USA",2016-02-23 00:00:00+00:00
1149,"Greeley, CO, USA",2016-03-12 00:00:00+00:00
1150,"Greeley, CO, USA",2013-09-17 00:00:00+00:00
1151,"Sawtelle, Santa Monica, CA 90404, USA",2000-04-08 00:00:00+00:00
1152,"Los Angeles, CA, USA",2015-10-15 00:00:00+00:00
1153,"Greeley, CO, USA",2011-02-11 00:00:00+00:00
1154,"Los Angeles, CA, USA",2008-03-16 00:00:00+00:00
1155,"Aurora, CO, USA",2015-06-02 00:00:00+00:00
1156,"Greeley, CO, USA",2001-05-18 00:00:00+00:00
1157,"Unclear, Cape Town, 7530, South Africa",2015-10-06 00:00:00+00:00
1158,"University City, MO, USA",2015-10-01 00:00:00+00:00
1159,"Greeley, CO, USA",2004-06-13 00:00:00+00:00
1160,"Kansas City, MO, USA",2016-02-11 00:00:00+00:00
1161,"Normandy, MO, USA",2015-10-28 00:00:00+00:00
1162,"Fort Worth, TX, USA",2015-12-06 00:00:00+00:00
1163,"Pittsfield, MA 01201, USA",2015-07-31 00:00:00+00:00
1164,"Greeley, CO, USA",2008-02-04 00:00:00+00:00
1165,"Corinth, MS 38834, USA",2016-02-01 00:00:00+00:00
1166,"Hilo, HI 96720, USA",2015-11-26 00:00:00+00:00
1167,"Oklahoma St, Springtown, TX 76082, USA",2015-08-02 00:00:00+00:00
1168,"Los Angeles, CA, USA",2011-07-18 00:00:00+00:00
1169,"Raleigh, NC, USA",2015-07-24 00:00:00+00:00
1170,"Indianapolis, IN, USA",2015-08-01 00:00:00+00:00
1171,"Greeley, CO, USA",2007-05-20 00:00:00+00:00
1172,"Manhattan, New York, NY, USA",2016-02-15 00:00:00+00:00
1173,"Indiana CHS, Sir Mathuradas Vasanji Rd, Amrut Nagar, Chakala, Andheri East, Mumbai, Maharashtra 400053, India",2016-06-14 00:00:00+00:00
1174,"Auburn, AL, USA",2015-08-01 00:00:00+00:00
1175,"Midvale, UT, USA",2013-02-12 00:00:00+00:00
1176,"Winnetka, Los Angeles, CA, USA",2006-12-29 00:00:00+00:00
1177,"Indianapolis, IN, USA",2015-11-07 00:00:00+00:00
1178,"Cincinnati, OH, USA",2015-08-03 00:00:00+00:00
1179,"Jamaica, Queens, NY, USA",2014-03-11 00:00:00+00:00
1180,"Florence, SC, USA",2000-10-26 00:00:00+00:00
1181,"Greeley, CO, USA",1942-06-13 00:00:00+00:00
1182,"Columbus, IN, USA",2016-01-30 00:00:00+00:00
1183,"Chicago, IL, USA",2015-10-17 00:00:00+00:00
1184,"Indianapolis, IN, USA",2015-04-06 00:00:00+00:00
1185,"Gypsum, CO 81637, USA",2016-04-29 00:00:00+00:00
1186,"Greeley, CO, USA",1932-07-13 00:00:00+00:00
1187,"Opa-locka, FL, USA",2015-11-25 00:00:00+00:00
1188,"Milwaukee, WI, USA",2014-07-24 00:00:00+00:00
1189,"Palatka, FL 32177, USA",2013-10-27 00:00:00+00:00
1190,"Houston, TX, USA",2016-03-29 00:00:00+00:00
1191,"Greeley, CO, USA",2002-10-04 00:00:00+00:00
1192,"Bastrop, TX 78602, USA",2014-02-16 00:00:00+00:00
1193,"Melville, LA 71353, USA",2016-02-03 00:00:00+00:00
1194,"Roseville, CA, USA",2016-02-10 00:00:00+00:00
1195,"Nacogdoches, TX, USA",2015-08-02 00:00:00+00:00
1196,"Lubbock, TX, USA",2016-02-16 00:00:00+00:00
1197,"North Arlington, NJ, USA",2016-01-01 00:00:00+00:00
1198,"Vermont St, San Diego, CA 92103, USA",2002-06-30 00:00:00+00:00
1199,"Greeley, CO, USA",2003-07-05 00:00:00+00:00
1200,"Keizer, OR, USA",2016-02-14 00:00:00+00:00
1201,"La Porte, TX 77571, USA",2016-01-17 00:00:00+00:00
1202,"Chelmsford, MA, USA",2016-07-17 00:00:00+00:00
1203,"Greeley, CO, USA",2006-07-22 00:00:00+00:00
1204,"Merrillville, IN, USA",2014-05-17 00:00:00+00:00
1205,"Denver, CO, USA",2015-09-15 00:00:00+00:00
1206,"Bonner-West Riverside, MT, USA",2015-12-10 00:00:00+00:00
1207,"Orlando, FL, USA",2016-02-10 00:00:00+00:00
1208,"Salem, OR, USA",2015-08-10 00:00:00+00:00
1209,"Conway Rd, Ravensmead, Cape Town, 7504, South Africa",2016-01-04 00:00:00+00:00
1210,"Bell Gardens, CA 90201, USA",2010-09-18 00:00:00+00:00
1211,"Columbus, MS, USA",2015-10-29 00:00:00+00:00
1212,"Riverdale, IL, USA",2013-03-03 00:00:00+00:00
1213,"Brockton, MA, USA",2015-12-15 00:00:00+00:00
1214,"Great Falls, VA, USA",2015-10-08 00:00:00+00:00
1215,"Austin, TX, USA",2015-08-17 00:00:00+00:00
1216,"Chicago Cl, Cape Town, 7784, South Africa",2015-09-27 00:00:00+00:00
1217,"Seattle, WA, USA",2016-01-27 00:00:00+00:00
1218,"Long Beach, CA, USA",2006-04-22 00:00:00+00:00
1219,"Houston, TX, USA",2016-02-04 00:00:00+00:00
1220,"Unclear, Cape Town, 7550, South Africa",2011-10-06 00:00:00+00:00
1221,"Alabama Ave, Los Angeles, CA, USA",2016-02-09 00:00:00+00:00
1222,"Louisville, KY, USA",2016-02-12 00:00:00+00:00
1223,"Bronx, NY, USA",2016-02-15 00:00:00+00:00
1224,"Kannapolis, NC, USA",2014-03-30 00:00:00+00:00
1225,"Westlake, Los Angeles, CA, USA",2001-07-21 00:00:00+00:00
1226,"Indianapolis, IN, USA",2016-04-03 00:00:00+00:00
1227,"Minneapolis, NC 28657, USA",2015-11-15 00:00:00+00:00
1228,"Greeley, CO, USA",2001-11-27 00:00:00+00:00
1229,"Duncannon, PA 17020, USA",2016-01-11 00:00:00+00:00
1230,"Corbin, KY 40701, USA",2015-02-14 00:00:00+00:00
1231,"Richland, SC 29693, USA",2015-02-07 00:00:00+00:00
1232,"Richmond, VA, USA",2015-09-06 00:00:00+00:00
1233,"Wilmington, Los Angeles, CA, USA",2012-02-26 00:00:00+00:00
1234,"Milford, DE 19963, USA",2014-12-27 00:00:00+00:00
1235,"Houston, TX, USA",2013-04-11 00:00:00+00:00
1236,"Omaha, NE, USA",2015-11-11 00:00:00+00:00
1237,"Greeley, CO, USA",2003-05-23 00:00:00+00:00
1238,"Greeley, CO, USA",2003-07-15 00:00:00+00:00
1239,"Wilmington, Los Angeles, CA, USA",2000-07-03 00:00:00+00:00
1240,"Tampa, FL, USA",2016-02-21 00:00:00+00:00
1241,"Rosebud, MO 63091, USA",2015-12-31 00:00:00+00:00
1242,"Lafayette, IN, USA",2014-07-24 00:00:00+00:00
1243,"Milwaukee, WI, USA",2016-01-09 00:00:00+00:00
1244,"Unclear, Cape Town, 7530, South Africa",2016-09-14 00:00:00+00:00
1245,"Worcester, MA, USA",2016-02-01 00:00:00+00:00
1246,"Stockholm, Sweden",2016-02-13 00:00:00+00:00
1247,"Wilmington, DE, USA",2013-08-12 00:00:00+00:00
1248,"Mt Vernon, OH 43050, USA",2016-01-17 00:00:00+00:00
1249,"Las Vegas, NV, USA",2016-02-03 00:00:00+00:00
1250,"Ogden, UT, USA",2015-11-21 00:00:00+00:00
1251,"Owensboro, KY, USA",2016-02-18 00:00:00+00:00
1252,"Kerrville, TX 78028, USA",2016-02-12 00:00:00+00:00
1253,"Modesto, CA, USA",2013-07-29 00:00:00+00:00
1254,"Lake Elsinore, CA, USA",2014-10-04 00:00:00+00:00
1255,"Michigan - Martin, Detroit, MI 48210, USA",2015-01-15 00:00:00+00:00
1256,"Minneapolis, MN, USA",2013-10-02 00:00:00+00:00
1257,"Florence, Florence-Graham, CA 90001, USA",2010-07-10 00:00:00+00:00
1258,"Benton, AR, USA",2015-08-04 00:00:00+00:00
1259,"Montebello, CA, USA",2001-07-23 00:00:00+00:00
1260,"Jerusalem, Israel",2015-11-18 00:00:00+00:00
1261,"Chicago, IL, USA",2015-10-07 00:00:00+00:00
1262,"French Lick, IN, USA",2015-09-04 00:00:00+00:00
1263,"Dothan, AL, USA",2015-08-12 00:00:00+00:00
1264,"West Whittier-Los Nietos, CA 90606, USA",2007-03-04 00:00:00+00:00
1265,"Rockford, IL, USA",2015-11-12 00:00:00+00:00
1266,"Boston, MA, USA",2013-04-18 00:00:00+00:00
1267,"Kalamazoo Twp, MI, USA",2013-12-01 00:00:00+00:00
1268,"Greeley, CO, USA",2007-09-28 00:00:00+00:00
1269,"Kansas City, MO, USA",2015-01-09 00:00:00+00:00
1270,"San Bernardino, CA, USA",2015-02-12 00:00:00+00:00
1271,"Brighton, CO, USA",2014-12-05 00:00:00+00:00
1272,"Detroit Cres, Malibu Village, Cape Town, 7100, South Africa",2014-01-16 00:00:00+00:00
1273,"Lubbock, TX, USA",2015-08-04 00:00:00+00:00
1274,"Burbank, CA, USA",2003-11-15 00:00:00+00:00
1275,"Commerce City, CO, USA",2015-10-29 00:00:00+00:00
1276,"Raymond, MS 39154, USA",2016-02-05 00:00:00+00:00
