id_event,clock_time,details,number_of_shots_fired,time_day,type_of_gun
670,,,at least 12 ,,
671,10:30,23-45 Jerome Avenue in the Fordham Heights section,"once in the chest, and once in the torso",morning,
672,5 p.m.,South Side Kenwood neighborhood,multiple times,afternoon,
673,,Bowdoin Geneva neighborhood,,afternoon,
674,4 p.m,,,,
675, 5:10 a.m,,, at 7:20 a.m,
676,,,,,
677,6:20 a.m. ,,,,
678,12:28 a.m,,,,
679,8:45 p.m,,,evening,
680,3:50 a.m.,near East Congress Parkway and South Kostner Avenue,,morning,
681,,,,,
682,,,,,
683,,,,,
684,,700 block of South Seventh Street,, afternoon,
685,11:00 p.m,Prime Station gas station on Granger Road, in the head at close range,afternoon,
686,11:30 p.m,400 block of Northeast Sixth Street,,night,
687,,,,,
688, 10:45 p.m,,,,
689,,,,,
690,,,,,
691, 6 p.m., Vermont Street and Tibbs Avenue,,,
692,,,,,
693, 7:20 p.m,,,,
694,5:24 p.m, 2300 block of Monroe Street,a gunshot ,,
695,12:30 a.m,3100 block of E. Park Row Drive,,,
696,,,,,
697,3:24 a.m,D Avenue Lounge,,,
698,,,,,
699,5 p.m,wooded area next to Providence Place Apartment Complex,,,
700,,,,,
701,11 p.m,700 block of Thornhill,shots. , night.,
702,1:32 a.m,,,,
703,2 a.m,,,,
704,2 a.m,,,,
705,8:30 p.m.,100 block of East Lakeview Avenue,,,
706,,,,,
707,6 a.m,10 Catherine Slip in the Smith Houses in the Two Bridges area.,,,
708,,11800 block of Painter Avenue,,early Sunday ,
709,7:18pm,,,,
710,,60th and Good Hope Road ,,,
711,,Muskegon Heights High School , four ,night,
712,9 p.m,"Carson Street and Orrick Avenue, to the 22100 block of South Neptune Avenue",,,
713,,Kensington,,,
714,12:30 a.m.,Royall Avenue and North Herman Street,,,
715,5:30,Empire Corner II restaurant on 1415 5th Avenue near 116th Street,six shots,,
716,1:20 a.m.,campus of Winston-Salem State University,, early ,
717,7 p.m,,,,
718,,,,,
719,,,,,
720,11 p.m.,Coliseum Drive ,,,
721,,boat ramp,,night,
722,9:45 p.m.,616 N. Godfrey St.,,p.m.,
723,,,,,
724,4:48 a.m,Omni Hotel at 700 San Jacinto Blvd,,a.m.,rifle
725,,Greenback and Van Maren Lanes,shots being fired,11 a.m.,
726,1:30 p.m,intersection of Thatford and Lott avenues in Brownsville,,p.m,9mm handgun
727,,,,,
728,5:30 p.m,,,,
729,5:40 p.m,,,,
730,,remote area,,,
731,,,,,rifles
732,,,,,
733,,,,,
734,,,,,
735,,,,,
736,,body was found behind the village's municipal building,,,pistol
737,7:39 p.m,,,morning,
738,,513 Heritage Drive,single gunshot wound ,afternoon,
739,, 513 Heritage Drive in north Houston County,single gunshot,afternoon,
740,,,,,
741,,under a tree,four,, pellet gun
742,,US-59 near Hillcroft and Chimeny Rock,,morning,
743,,near 99th and Oklahoma,exchanged gunfire,early ,handgun
744,,near the intersection of Baldwin Street and West Laurel Drive,,,
745,,Carmike Hickory 8 Theatre,,,
746, 7.15 a.m,area known as \u201cthe mall\u201d,,morning,
747,3:14,,seven, p.m,
748,11:40 p.m, Dorchester Avenue SW,a gunshot,,
749,,Dearborn\u2019s Fairlane Town Center on Wednesday,multiple gunshots,,
750,8 a.m.,3600 block of Bancroft Street,,,
751,5:20 a.m,,,morning ,
752,, The Grand 16 theater,six or seven shots,night,.40-caliber handgun
753,, near Alma, gunshot wound,afternoon , gun
754,,1700 block of New York Avenue, shot ,late,
755,11:19 a.m.,2200 block of South Polk Street ,,,
756,5,,,p.m,
757,7:45 p.m.,1000 block of Oaklawn Street NE,,,
758,,,,,
759, 7,Senter Road and Capitol Expressway,,night,
760,,3000 block of Cox Road,,,
761,,,,,
762,,Beth Israel Hospital , bullet hole,,
763,,northeast Austin,,Monday morning,
764,,Vassar Street in the Fields Corner section of Dorchester,,night,
765,6:00 p.m,range at the military base,,Saturday night,
766,11:30 p.m,84th and Glendale Ave.,,night,black semiautomatic handgun
767,9:20 p.m.,Joy Mart at 3801 North Duke Street,,,
768,10:00 p.m.,Karl Road near Norma Road,,night,gray handgun
769, 6 p.m. , Clay Avenue and Fisher Street,,,
770,12:40 a.m.,3800 block of Galbrath Drive,,,
771,8 PM,1000 Block of Josephine Street,,evening,
772,2:18 p.m. ,8000 block of Highpoint Road,a gunshot ,,
773,2:20 a.m.,intersection of North Broadway and Griffin Avenue,eight rounds,,
774,,,several,,
775,3 p.m.,,,,pellet gun
776,,,,,
777,5:40 p.m,,,,
778,11 p.m.,Chi Chi African Hair Braiding in the 9000 block of Bruton Road,,night,
779,,,,morning,
780,11,,,p.m.,
781,10pm,intersection of Tumbleweed Lane and Coyote Lane, multiple,,
782,,,,,
783,12:30pm, 7400 block of Bentanna Drive,,,handgun
784, 3:30 a.m,north side of town,multiple shots, overnight,
785, 6:45 p.m, Highland,gunshots,, rifle
786,7:17 p.m, 5900 block of South Talman Avenue,,,
787,7:30 p.m,Tioga, eight shots,,A .9mm handgun
788,8:08 a.m,Allen Street home,,night ,
789,8:45 p.m,135th Avenue in South Ozone Park, once,night,
790,,,,,
791,5 p.m, Excel Industries,,p.m.,
792,,,,,
793,,,,,
794,1 a.m.,West Taylor Street,,early,
795,,St. Andrew Bay,,,
796,1:35 p.m,Nelson Court,,,
797,, Port Richmond section,Eight shell casings,morning,
798, 7:52 p.m,,,,
799,2:30 p.m.,near Reservoir and Trumbull avenues,3,,22 caliber pistol
800,10 ,Comanche Park Apartments,,night,
801,,,,,
802,,,,,
803,,,,,
804,12:30 p.m. ,front of Brother\u2019s Mini Mart on Old Pass Road,several times,,
805, 3 a.m.,south Charlotte,,early Monday morning,
806,,,,,
807,11:20 a.m,,,,
808,,,a gunshot,,
809,,,,,
810,7 p.m,,,,
811,1:45 a.m,,,,
812,,,,,
813,,,,,
814,,,,,
815,,,,,
816,just before midnight, 300 block of Lincoln Street,,late,
817,,,,,
818,,McAfee Farm Road,,,
819,1:30 a.m.,3800 block of Martin Luther King Boulevard,,morning,
820,,,100,early-morning,
821,,76th and Townsend,,,
822,10:30 a.m.,,,,
823, 6 p.m. ,,,,
824, 3:20 p.m.,,,,
825,10:40 p.m., in a vehicle in the 4600 block of South Ellis,,night ,
826,,,,,
827,,Crosby and Lynchburg Road and Cypress,Two,afternoon,
828,8:30 p.m.,Liberty Road near Chapman Road,,night,
829,12:22 hours,on Veda Street in South Redding,32 rounds ,,ilson was struck with a combination of .40-caliber handgun ammunition and .22-caliber rifle ammunition.
830,,,,,
831,10 p.m,Mini Drive,30,night,handgun and rifles
832,11:30 p.m,9800 block of Bruton Road,,,pistol
833,8 p.m.,Melrose Houses building,,,
834, 8 p.m,"Parkway Villas Apartments, near Hacienda Avenue and Maryland Parkway",,night,
835,,102nd and Indiana ,eight bullet holes,,
836,,,,,
837,9:30 p.m,,,,
838,,,,,
839,,Mardi Gras parade in the city of Pass Christian,12 shots fired, evening,
840,,1100 block of McBride Street,,evening,
841,3:50 p.m.,400 North and 600 East,,,
842, 6 p.m,,,,
843,,,,,
844,1:51 a.m,,,,
845, 3:10 a.m,300 block of North Street,,morning,
846,2:30 a.m,,,,
847, 1:45 a.m,,,,
848,,4500 block of Edmonson Avenue,,night,
849,9 a.m,Neenah's Main Street,30 shots,morning ,
850,,,,,
851,3:15 p.m.,Council Street and Beverly Boulevard,,,
852,,northern suburb,, AM,
853,5:50 p.m,,,,
854,,,,,
855,5 p.m.,600 block of West Venango Street,several shots,dinner ,
856,,,,,
857,1:20 a.m.,"428 Third St., just east of Broadway",,morning,
858, 6:28 a.m,,,,
859,,,,,
860,9:30 p.m,,,,
861, 9 a.m.,Madison County Courthouse,once,,semi-automatic handgun
862,,Northeast Georgia Medical Center,one,night,
863,1:30 a.m.,"AMF Bowlero Lanes, located at 11737 W. Burleigh Street",multiple,,
864,shortly before 1 a.m,37th and Nash,17 to 20,early Friday morning,
865,,7-Eleven store ,,,
866,1:30 a.m.,,a gunshot,,a gun
867,7:30pm,100 Block of South Pine Street,,night,
868,11 p.m.,near 136th Street and Broadway,,night,
869,,,,night,
870,12:05 a.m.,800 block of North State Street,,,
871,,,,,
872,,,,,
873,,,,,
874,1 p.m,in the area of California and Park streets,,afternoon ,
875,8:15 p.m,2000 block of Southwest 67th Lane,,late,
876,9 p.m,,,,
877,10:20 p.m. ,2100 block of Pike Road in west Birmingham.,several ,Friday night,
878,10:40 a.m,Sho Go used car lot, a gunshot, a.m,
879,,First Street and Leflore Avenue,, evening,
880,,a home,half dozen rounds,,.22-caliber rifle 
881,1:15,Carmike Hickory 8 Cinema,,p.m,
882,6:40 p.m,7300 block of South Maplewood Avenue,,,
883,7:20 p.m,,,night ,
884,1 a.m. ,in the entrance of his Simons Street home,,,
885,6:00 p.m,28th and Chambers,,,shotgun
886,,Frankford,,,
887,,,,,
888,9:45 p.m.,the 1100 block of 13th Street,twice,night,
889,2 p.m.,6th Street and Garner Avenue,,,
890,2:30 p.m,, 3 shots,,22 caliber pistol
891,,,,,
892,10:30,,,night,
893,,1500 block of Reynolds Street,, midnight,
894, 9:00 a.m.,Third Avenue and Union Street in downtown Seattle ,5 or 6 shots ,,
895,1:20 a.m,"Club Anton, 428 Third St., just east of Broadway",,morning,
896,4:30 a.m.,,,morning,
897,4:30 p.m,,,,
898,7 a.m,,,morning,
899,,,,,
900, 11:04 p.m, Lacey Lane and Monument Boulevard,,night ,
901,11:30 pm,3700 block of Annabelle Avenue in Roseville,,,
902,shortly before 10pm,Marcus Avenue at Cottage in north city.,,night,
903,,corner or Roosevelt and Keeler,15 shots,afternoon,
904,,,,,
905,1 a.m,200 block of Berry Street,,morning,
906,1:20 a.m.,"Club Anton, 428 Third St., just east of Broadway",,,
907,2:30 a.m.,5700 block of South Morgan Street,multiple,,
908,,,,night,
909,4:16 a.m, near the intersection of Bethel and Thompson roads,several,morning ,
910,7:45 p.m.,2700 block of Kinsey Avenue,,evening,
911,,2100 block of East Susquehanna Avenue, one,afternoon,
912,10:15 a.m,Sandtown-Winchester neighborhood,,morning,
913,,,,,
914,,,,,
915,3:40 a.m, IHOP restaurant near the intersection of Central Expressway and Spring Valley Road in Richardson,,early Thursday morning,rifle
916,,2600 block of W. Burleigh,,,
917,4:20 a.m., entryway,,,
918,,Interstate 35W near downtown,,,
919,4 a.m.,Bogart Avenue,a gunshot,,
920,10:20 a.m.,45900 block of Desert Springs Drive,,,
921,7:30 p.m.,1600 block of West 71st Street ,,,
922,2:50 p.m.,0-100 block of East 102nd place,,afternoon ,
923,10:15 a.m,Sandtown-Winchester neighborhood. ,,,
924, 3 a.m,Drayton Street Community Center,, night,
925,,,,,
926,,,two gunshot wounds to his right arm and one gunshot wound to his chest.,,.357 Magnum
927,,,,,
928,4:53 p.m,Elk Court and Lashley Street,,afternoon,
929,8:40 a.m.,along the street near West Ferdinand and North Lawler,two,morning,
930,2:45 a.m,400 block of 2nd Street Northwest,,,
931,,,,,
932,,,,,
933,4 a.m,9300-block of Sunrise Boulevard shortly after 4 a.,,morning,
934,,Liberty City neighborhood,,afternoon,
935,4:00,3000 block of Lemuel Avenue,,afternoon,
936,,,,morning,
937,,,,,
938,,,,,
939,4:30 p.m.,Bayview District ,a number of shots,afternoon,
940,,,,,
941,9 p.m.,3100 block of Redwood,,night.,
942,,C-Town Supermarket in Mott Haven,three times,morning,
943,,,,,
944,,,a shot,,
945,,,,,
946,,Interstate 95 at Martin Luther King Jr. Boulevard,,early,
947,,,,,
948,,,,early Monday morning,
949,2:30 p.m. ,Hamtramck Pawn Shop,,,
950,9:00 p.m.,13th and Keefe Ave,,night,
951,,,,,
952,3:10 a.m,,,afternoon,
953,2:30 a.m,1400 block of Indian Avenue,,early,
954,12:45 a.m,,,,
955,,,,,
956,1 p.m,West Highway 183,shots, p.m,
957,1 p.m,Baltimore City,,afternoon,
958,,,,,
959,,,,,
960,,,,,
961,,inside a car,,,
962,1 a.m,Northeast 18th Avenue and Alberta Street,,a.m,
963,5:40 p.m,,,,
964,,FirstBank at South Kipling Street and West Jewell Avenue,,,
965,,,,,
966,12:00 a.m.,the 5300 block ,,,
967,7:52 p.m.,on Fuller Street near Washington Street ,,evening,
968,2 a.m,"Rabbit's Gentleman's Club, 1407 S. Calhoun",,a.m,
969,4:45 p.m.,Canarsie section, three ,evening,
970,,Kum & Go store in the 8600 block of North Main Street,,,
971,12:30 a.m,,,,
972,1:30 a.m,4800-block of West Kamerling Avenue,,early ,
973,4 p.m,Everything Automotive in the 1300 block of Kilburn Avenue,five to 10,,
974, 8:30 p.m, 7400 block of McKinley Avenue,,,
975,,,,,
976,,,,,
977,,near Silver Avenue and University Street,,,
978,4 p.m.,7500 block of Monarch Mills Way,,,BB gun
979,,,,,
980,1:20 , Mountain View Hall,, morning,
981,9:20,near Fillmore and Turk street , six,night,
982,,Lassiter Drive ,,night,
983,5:30 p.m,500 block of East F Street,,,
984,3:15pm,Sand Liquor store at 188 North Sam Houston Parkway East.,,afternoon,
985,,West Gibbs Road near Har-Ber High,,,
986,,,,,
987,,,,,
988,10:25 p.m,,seven,,
989,,near North Park High School,,night,handgun
990,,Cavalier Court,shot once,,
991,11:04 p.m,,,,
992,,SW 59th and Agnew,,,
993,,,,,
994,5:30 p.m. ,Teal and Mockingbird drives,,night,
995,,,,,
996,,North 2nd and Locust streets,,,handgun
997,,laundromat ,a shot ,,handgun 
998,10:30 ,Mickey Walker Community Center on Anna Street,,night,handguns
999,,,,,
1000,,,,,
1001, 1:20 a.m,Hodges Creek Apartments,,morning ,
1002, 11 p.m,Humboldt Park,,night ,
1003,12:55 a.m,20600 block of Summitt Road. ,several shots from the suspect\u2019s gun.,Early Sunday morning,handgun
1004,10:25 p.m.,,,night ,
1005,2:15 a.m. ,Crazy Horse,, a.m.,
1006,1:20 a.m.,"Hodges Creek Apartments in the 2000 block of Hodge Creek Drive, off Old Wake Forest Road",,morning,
1007,,,,,
1008,1:38 a.m,1400 block of John Clark Road,,,
1009,7:30 a.m,,,morning ,
1010,12:45 p.m.,Roxbury,,,
1011, 8:45 a.m.,Andaz West Hollywood,,,handgun
1012,3 a.m.,400 block of North Beville Ave,,morning,
1013,,Regency Inn and Suites Hotel on Hampton Street,,early Saturday morning,.22 caliber revolver
1014,9:48 a.m.,,,morning,rifle
1015, 6 p.m,Olympia Einkaufszentrum shopping center,,,
1016,,Clifton Crosby Road,four,,.45 caliber
1017,7:30 p.m,400 block of North 7th Street,,,
1018,,Natalia's Bar and Grill in the Five Points neighborhood,three gunshots,early-morning ,
1019,,,,,
1020,1:52 p.m.,4260 Quick Road,,,
1021,6 p.m. ,the intersection of Main Street and Huntington Street,,night,
1022,7:20 a.m,Greeley,two shots,morning,
1023,10:45 p.m,La Plaza Park,,,
1024,,Baton Rouge,,night,
1025,2:30 p.m,Reservoir and Trumbull avenues ,3,,22 caliber pistol
1026,,home,,,.22 rifle
1027,,"Nashville, Tennessee",,afternoon,airsoft gun
1028,1:20 a.m.,428 Third St,,morning,
1029,2:30 p.m,near Reservoir and Trumbull avenues, 3,,22 caliber pisto
1030,,intersection of Enright and Clarendon Avenues in North City,,,
1031,8:45 p.m. ET,local residence,,night,
1032,8:45 p.m. ET,,,night,
1033,,123 Old Chigger Trail off Pine Run Road in Deep Gap,,late,shotgun 
1034,11:20 , Danville Municipal Building,,p.m,
1035,,porch of an apartment,struck in the head and right leg,,
1036,, rural residence,gun discharged,,40-caliber pistol
1037,,30 Wellington Street,,, gun
1038,,"a residence near 6800 S, 1300 W.",,morning,
1039,5:10 a.m.,1100 block of 26th Avenue,two,5:10 a.m. ,
1040,8:55 a.m,413 N. Liberty St,two shots,morning ,
1041,,Bataclan,200-300,night,Kalashnikov
1042,11 p.m.,,,p.m.,
1043,7:45 p.m,262 Fairmeadow Lane in the Cedar Creek community,,Monday night ,.45-caliber pistol
1044,,5920 Stone Hill Loop in the Malfunction Junction mobile home park,,,
1045,3 a.m. , in an alley near South Broadway,,a.m. ,two different caliber
1046,,,,,
1047,3 a.m,1107 Chicago St.,,"morning,",.45 caliber handgun
1048, 3 a.m.,1107 Chicago St.,,,.45 caliber
1049,,,,afternoon,BB gun or Airsoft rifle
1050,1:30 a.m.,"6200??block of Piney Branch Road, NW, D.C.",,morning,
1051,,luxury W Hotel in the upscale Streeterville neighborhood,several,,
1052,10 a.m.,9300 block of South Ashland Avenue,,,22-caliber handgun
1053,6:30 p.m.,200-block of W. 105th Street,,night,
1054,,Northwest Fresno,,,
1055,,,,,
1056,,,,,
1057,,near East Jones Street and State Street,,,
1058,11 p.m.,136th Street and Broadway in Hamilton Heights,,night,
1059,,apartment,,,
1060,,,,,
1061,,from his father's home to Santa Monica College,100 rounds,,semi-automatic weapon 
1062,1:13 p.m. ,,,,
1063,3 a.m.,Extended Stay America motel on North Arco Lane,,morning,
1064,1:30 a.m.,inside the Castle on Ridge on Ridge Road,,Overnight,
1065,4:41 p.m.,3rd and North Harrison Street,,,
1066,,,,,
1067, 5 p.m, intersection of County Road 106 and State Route 309, it\u2019s unclear how many bullets were fired,night, long rifle
1068,,Radisson Blu Hotel,,morning,
1069,,trailer near a paintball facility,a gunshot,evening,handgun
1070,,Naples Beacon High School. ,6-8,night,
1071,4 a.m.,,six,,
1072,,,,,
1073,,a rural university campus,,,
1074,,,,,
1075,11:00 a.m,,,,
1076,,outside the PNC Bank Arts Center,,late Monday nigh,
1077,,,,,
1078,3:00 a.m.,300 block of East Somerset Street,,,
1079,,San Joaquin and Church,,,
1080,,,,evening,
1081,4:00 p.m.,Adams 4 Shopping Center on the 200 block of North Monroe Street,,,
1082,6 p.m.,Parker Road drugstore in Greenville County,,night,
1083,,,,,
1084,8 p.m,6700 block of Bundy Road,,night ,
1085,5:30 PM,McCarran Boulevard near Meadowood Mall,,,
1086,,,,,
1087,,,,,
1088,1:15 a.m.,17800 block of East Burnside,,,
1089,10:15 p.m,in the area of Tennessee and Branciforte streets,five shots,night,
1090,, the 100 block of Forest Brook Drive,shots fired\u201d,around noon,
1091, 8:30 p.m, East Clearfield Street,,,
1092,,,,,
1093,,4400 block of Santa Anna Drive,, late,handgun
1094,9:30 p.m.,,,,
1095,,,,,
1096,,"3700 block Devonshire, near Mack and Outer Drive",,morning ,
1097,6 p.m.,the area of Galley Road and North Circle Drive,,,
1098,,French Creek Road home,once,night,
1099, 5:10 a.m, 1100 block of 26th Avenue,,morning,
1100,10:30 p.m.,on the block of Gunnison Street,,night,
1101,,Atlantis Family Fun Center,,,
1102,6 p.m,East 143 Street,, 6 p.m,
1103,,48th Street and McDowell Road,,early morning,
1104,,,,,
1105,,in the 300 block of East 119th Street in Green Meadows,,,
1106,,,,,
1107,10 a.m,,,,
1108,,4200 block of Chippewa, 11,,
1109,,home ,,afternoon ,
1110,1:20 a.m.,"8100 block of Wetherby, near Tireman and Livernois",,,
1111,,at the Hanover Mart at 3806 South Hanover Street,shot the clerk in the arm,,handgun
1112,,,,,
1113,,,,,
1114,11:54 a.m.,southbound side of Route 3,,,handgun
1115,,The Unit Fresh Market store near the shooting,,,
1116,,in front of the Hardee's restaurant on Bouldercrest Road,,morning,
1117,9 p.m,,,,
1118,,Fields Corner section,,late,
1119,,,,,
1120,,,,,
1121,2:55 a.m.,1400 block of North Neil Street,,early Saturday,
1122,,Rose\u2019s Food Mart located on Santa Barbara Boulevard,,late night,shotgun
1123,12:45 a.m.,Travel Inn on the 31000 block of Auto Center Drive,,morning,
1124,8 a.m. Friday morning,Callahan Manufacturing,,Friday night,
1125,,campsite,,,
1126,,,,,
1127,,KFC parking lot,,,
1128,1:30 a.m,outside Jalice Cafe on Acushnet Avenue,,morning ,
1129,3:19 a.m. ,250 block of 29th St,,morning,
1130,4:45 p.m,,,,
1131,,highways 21 and E in Washington County,as many as seven shots,day,
1132,,,,,
1133,4:10 a.m.,900 Garden Way,multiple shots,,
1134,8 pm,on North Market,,,
1135, 11:33 p.m,,,,
1136,2:45 p.m,Hazel. ,,afternoon,
1137,8:40 p.m.,5600 block of South Bishop,, night,
1138,,,,,
1139, 1:20," inside Club Anton, 428 Third St",, a.m,
1140,,,,,
1141,,1200 block of Holden ,,,
1142,,,,,
1143,,,,,
1144,,,,,
1145,,,,,
1146,11 p.m.,S. Roselawn and Chandler streets ,,,
1147,10:15pm,state Route 140 between St. James Road and Sawmill Road,, night,
1148,3:10 a.m.,on Manchester Boulevard at Inglewood Avenue,,early ,
1149,,,,,
1150,11:35 a.m,,,,
1151,,,,,
1152,11:08 p.m. ,,,,
1153,,,,,
1154, 2:17 a.m.,,,,
1155,,,two ,,
1156,,,,,
1157,7:30,near Crossnore School,,night,
1158,1:00 p.m,firing a gun in a school bathroom,,yesterday afternoon,.380 pistol
1159,,,,,
1160,12:20 a.m.,69th and Myrtle,two,early Thursday,
1161,,5800 block of Bermuda Drive,,,
1162,3:50 a.m,"12600 block of IH-35E Service Road, just North of LBJ Freeway",multiple gun shots, morning,
1163,1:02 p.m,Tyler St, multiple ,afternoon,
1164,6:18 p.m,,,,
1165,,gas station,several times,,
1166,just before 10:30 p.m.,100 block of West Kawailani Street,,,
1167,5:42 a.m, Parker County,,Sunday morning,
1168,11:22 p.m.,,,,
1169,6:30 a.m.,3900 block of New Bern near Corporation Pkwy,,morning,
1170,11:30 pm.,Arby\u2019s Roast Beef restaurant at 25 South Franklin Road,,late ,
1171,10:45 a.m,,,,
1172,11:15 p.m,W. 174th St. in Washington Heights.,,night,
1173,,,,,
1174,,,,morning,
1175,,near 8200 South and Adams Street,,morning,
1176,,,,,
1177,9:30 a.m.,at Forum Credit Union in the 5800 block of West 71st Street,,morning,
1178,,,,,
1179,just after midnight ,near the intersection of 105th Avenue and 173rd Street,,night,
1180,,,,,
1181,,,,,
1182, 4 p.m.,1200 block of Pearl Street,,,
1183,,,,,
1184,9:30 p.m. ,,,,
1185,,small town in western Eagle County,at least two shots,,rifle
1186,,,,,
1187,,Northwest 135th Street and Northwest 32nd Avenue,,morning,
1188,7:15 p.m,he area of 37th and Hadley.,,,
1189,,2500 block of West Main Street,, Sunday morning,
1190,,,,,
1191,,,,,
1192,,100 block of Zimmerman Avenue,shot twice,,
1193,,,,night,
1194,10 p.m,1610 County Road B,,,
1195,1 a.m,Jefferson Avenue,,early Sunday morning,
1196,,,,,
1197,,,,,
1198,,,,,
1199,,,,,
1200,6:36 p.m,,,night,
1201,9 p.m.,southeast Harris County,,night,
1202,9 p.m,Graniteville Road,,,
1203,,,,,
1204,8 a.m.,,single ,morning ,
1205,1:30 a.m.,West Dartmouth Avenue and South Sheridan Boulevard,,morning,
1206,,,,,
1207,,,,,
1208,12:30 p.m.,4900 block of Sunnyview Road NE ,,afternoon,
1209,,Fair Oaks Dr.,,morning,
1210,2 a.m. ,6900 block of Adamson Avenue,, a.m.,
1211,9:17 pm,Brandy Drive and Refugee Road,,,
1212,,Halsted and 144th streets,, 4:30 p.m.,
1213,7:52 p.m,Arthur Street apartment,,night,
1214,4:36 p.m,400 block of 13th Street South,,p.m,
1215,5:30 p.m,1600 Wells Branch Parkway,,evening,
1216,12:43 p.m,,,,
1217,,"an area referred to as \""The Jungle\""",,night,
1218,,,,,
1219,,southeast Houston,,,
1220,,,,morning ,
1221,,,,,
1222,,,,evening,
1223,3:45 p.m.,Tinton Avenue between East 165th Street and East 166th Street,three,,
1224,6:25 p.m.,Indiana and Utah Streets,,evening,
1225,,,,,
1226,,outside of 1913 East 46th Street,a least five shots,night,
1227,,,,,
1228,,,,,
1229,,Perry County,single ,,.40-caliber duty firearm
1230,5 p.m,Forest Circle Drive,,,
1231, 8:30 p.m,Richland Terrace apartments off Metze Road,,,
1232,11:15 p.m.,700 block of W. 49th Stree,,night,
1233,7 p.m,,,,
1234,,500 block of N. Walnut,,morning,
1235,12:30 p.m,,,,
1236,,"47th, Hamilton",,night,
1237,,,,,
1238,,,,,
1239,,,,,
1240,4 p.m, Ballast Point Park ,one round,,
1241,,,five ,night ,
1242,,inside a movie theatre,,,
1243,10 p.m.,near 7th and Chambers on the city\u2019s north side,,late,
1244,4 a.m.,15000 block of??Belen Street in far south Bexar County,multiple,morning,
1245,10:11 p.m.,a Stockton Street home,,night,
1246,,suburb of Fittja,,,
1247,10 p.m,2nd Street near North Franklin Street,,night ,
1248,,behind the village municipal building,,late,pistol
1249,2:40 a.m.,Euclid Avenue,dozen rounds,,
1250,,2700 block of Monroe Blvd. ,twice,morning,handgun 
1251,,Motel 6 on Frederica Street,,,
1252,,Shalako Estates subdivision on the outskirts of Kerrville,,wake up,
1253,6 p.m.,Dwight and Campbell Lanes,,evening,
1254,6:37 p.m,32000 block of Rome Hill Road,,,
1255,,"Tuxedo Street, near Livernois and Davison on the city\u2019s west side",one shot ,afternoon,small-caliber rifle
1256,2 a.m,500 block of Cedar Avenue,four,morning ,
1257,,,,,
1258,,,,1:35 p.m,
1259,,,,,
1260,,Alon Shvut settlement in the Gush Etzion bloc,,,
1261,1:29 a.m.,12200 block of South Princeton Avenue,,early,
1262, 3:50 p.m,in French Lick,,,handguns
1263,,Huskey Road,,,
1264,10 p.m.,10300 Bradhurst St.,,,
1265,,,,morning,
1266,10:20 p.m,Building 32,multiple,night,
1267,12:30,the 1200 block of Portage Road in the Edison Neighborhood,multiple,morning,
1268,,,,,
1269,4 p.m,,,,
1270,,,,,
1271,,England Park,,,
1272,,,,,
1273,,Park Meadow,,night ,
1274,,,,,
1275,shortly after 7 p.m.,"Sapp Brothers Services Center, located off East 49th Avenue and Olive Street, just west of Interstate 270.",,night,
1276,8:45 p.m.,Dollar General on East Street,,,
1277,6:25 p.m,1900 block of 62nd Avenue,,night ,
1278,10 p.m.,100 block of North Eastway,a,night,
1279,,Highway 200 East,,morning,
1280,,Cottonwood and Perkins Roads,,night,
1281,7:30 p.m.,Alessandro and Heacock Street, four bullet holes,night,
1282,3:00 p.m,,,,pellet gun
1283,,near 39th and Burleigh,,evening,
1284, 7 p.m,freeway entrance of Interstate 15 about 10 miles south of Dillon,,evening,
1285,,alley,multiple, night,
1286,,Jeans Road,,morning,
1287,,Barry County,,,
1288,2:50 p.m. ,"shooting on Monica Drive West, near Drennan Road and north of Milton E. Proby Parkway",,,
1289,6:13 p.m.,7755 E. Monroe St.,,,
1290,2:30,PC's Lounge on Gettysburg Avenue,,morning,
1291,2:45 p.m,Hart Street bin,several, night ,
1292,1:37 p.m. ,the 11500 block of South Morgan,,,
1293,,1100 block of 26th Avenue,two shots, 5:10 a.m.,
1294,,,,,
1295,12:30 p.m, 15th Ave,,,handgun
1296,, Central Avenue and 10th Street,,shortly before midnight,
1297,,,,,
1298,2:56 p.m, 2000 block of South Del Rio Place,,,assault rifle
1299,,,,,
1300,,,,,
1301,,northeast Finney County,two shots ,Sunday night,
1302,6 p.m,southwest side of Long Lake,,,a pistol
1303, 4 p.m,,,,
1304,,,,,
1305,,edge of the Camp Shelby Joint Forces Training Center,,,
1306,,South Carolina college ,, night,
1307,5:55 a.m.,Howertown Road and Wood Street,, morning,
1308,9:05 p.m,7320 S. Phillips Av.,,night ,
1309,9:30 p.m,near West Franklin and South Park avenues ,,,
1310,2:00 a.m. ,Lombard Road off of Mt. Olivet Road ,,morning,.40 caliber pistols
1311,,,,,
1312,12:30 p.m,4800 block of Haskell Avenue in Encino ,,12:30 p.m,
1313, 5 a.m.,Wise Avenue drawbridge,single shot,,
1314,,,,,
1315,,,,,
1316,,,,,
1317,,,,,
1318,10:25 a.m,,,,
1319,,ROCKY HILL ROAD ,,MORNING,
1320,4:30-4:45 a.m,"shoulder of the westbound lanes of I-76 at about mile maker 85, between Fort Morgan and Brush",,morning,
1321,1:30 a.m.,6800 block of Laurel Canyon Boulevard,multiple shots,,
1322,, I-5 North,,morning,
1323,3 p.m.,3600 block of Hulen Park Circle,,afternoon,
